Timestamp,Name,Email,Wallet Address,Transaction Hash,Feedback,Source Form
2026-09-18 06:02:40,CipherPulse,cipherpulse@proton.me,mn_addr_preprod1m0tkez6x0qwpurpknup9sfpkcywk9kslzezf8mzl9033wwe0yhmsrkp45w,05abc42c55eb5f9c51b3f89a096d9ff0168a030bee5ce323341dd16af3101ce7,The on-chain proof verification is fast. Median confirmation time in my tests was under 25 seconds.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 05:55:00,SilentArtLover,silentartlover@gmail.com,mn_addr_preprod1v2gagr9tppc3gxr8zuykxegulf3u3vdemwyz69lqxtq36qx3rm8sz3veuy,4bb2d2ff3e66047b247e6fb944b67db3608ee44d548b24a91a2275a7f990e9b4,"As a collector, being able to bid privately without whales frontrunning me is a dream come true.",Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 05:11:20,NebulaBidder,nebulabidder@gmail.com,mn_addr_preprod175pylj2hdnh2ht40w8jaq0pmquwmxvka2dppurm39kpwuyv49lzqn3rmfc,d0e40e08a17e410cb7947d51a7c47ad27306c1dc184e9c775131c4bd024aca21,Tested concurrent bids from multiple wallets. Protocol correctly isolated each sealed bid independently.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 04:14:00,ZenithCollector,zenithcollector@gmail.com,mn_addr_preprod1xt35u3g3nhh7rsvg2zatz2vft42gkq3wcukpkywdffxg50gc2m9sm6ep3r,45cb5a8b83ab361114a4340cfb19319d584a9054b99b7c229bd842dd4d04f7da,The explorer integration is great for verification without revealing bid amounts. Exactly what was promised.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 04:08:40,AuraHunter,aurahunter@gmail.com,mn_addr_preprod1ajd6rkfewrfzv6pqk3lpcr4q2pasedw9m4rhr8ut5y5rxm3w74kqrw4dqk,ff566c4faf745a2c28e6c6a394798674e1b2290377a62935bcb7c5949db34b7d,Participated as both bidder and observer. Couldn't determine any bid amounts as observer — perfect privacy.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 04:07:00,ApexWhale_44,apexwhale.44@gmail.com,mn_addr_preprod1w636cuh72qj9l7dmg4xg5wzake6p3k36qwfrtqd8wdwzv9mv29zqu6w47z,b20efb1e9a21f3a11b4fe1af97a9dd499f74f8c30c9980926c6f3dd0f9346757,Stress tested with high-value bids. Transaction finality was consistent and highly reliable throughout.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 04:04:00,QuantumBidder,quantumbidder@gmail.com,mn_addr_preprod182qx8xr78h2r6vuheqctnf7fdku3p0awg69frzgscrp0umqsua8qxsvg8g,02ac19ca13396d0eae34ed3cd7524c26109f7a21354da6bfabbeadfb27ba9532,The quantum-resistant cryptography approach is a strong selling point for institutional adoption.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 04:02:40,Valkyrie_ZK,valkyrie.zk@proton.me,mn_addr_preprod1lmzulpkzewrmvjsgv0kucx9z2qa4zcg45l8hgumaw29j9yl4anxsa7uuqh,9963a5d1d0a851c60826b6f63d0ddcab722ec0b070dc2571b9c82efd0189a174,ZK proofs generated correctly for all my test bids. Developer tooling is thorough and well-documented.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 03:59:40,EchoVault,echovault@gmail.com,mn_addr_preprod1xwalehk2azjstd9yrl697fqfdl3ncd4j4396c485k0qp6ndwhhmqjxr7x8,67e9378a9e23904cdf15363c0cd99063fb0faf9e0bc522a1d84f0368afd3b1a8,Tested bid withdrawal scenarios. Protocol handled them gracefully without revealing committed amounts.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 03:50:20,Kryptos_90,kryptos.90@gmail.com,mn_addr_preprod1qdu4a8l9pynxrray7sq6zywuwu2vnvur62fpx2dy342rp69h0xes000sst,4e35ce0582e270183272600691364c6de672f9c9d4d2415851145b05e7db2359,Rock-solid performance throughout testing. Transaction finality under high network load remained stable.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 03:46:20,Spectre_404,spectre.404@gmail.com,mn_addr_preprod1m0fxz0az83wgwzncnse6t9dwqfygq3r2s2hlknn0s6jnajd56dgq7wve7f,9a7c6c074127fe1fffec8e47df9ac11ad73864a543ef47287d962d60fbacc317,Checked all edge cases in the reveal phase. No information leaked before the designated reveal block.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 03:44:00,MirageMaster,miragemaster@gmail.com,mn_addr_preprod1uem6pgkpjxv24tm8smchs005tcu9r0c457nmqu6n0mc24lxse4lqgrh94d,4c5dc6d2b76aec81c8621e5731de7fee0b23b0b78442c63f50b90538bfe4566e,The UX for placing private bids is intuitive enough for non-technical collectors. Great product overall.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 03:43:40,ArtisanZero,artisanzero@gmail.com,mn_addr_preprod1s3dujfg95e3y5ham0sqknrdl63t86y6k3mpn0xewlw7ae3cupflszuc5xw,047c89c386f6fb491901c8a16b4b55dbe226f23e15755891efcd3d79a0748c92,Minted my first NFT on Midnight preprod. Privacy-preserving metadata is a game changer for artists.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 03:39:20,PixelShaper,pixelshaper@gmail.com,mn_addr_preprod1fz8z4znkljxj8l9pp44pkve0seckrp8rxfmtelhsc2dsmvk473nstdf7hg,7bbcc0b29ccd8c038977b8529bae9ec2188674bb4eb51cc0f3fa96988d39ea8f,The minting process is smooth. Love that provenance is verifiable on-chain without exposing creator identity.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 03:33:40,CardanoCraft,cardanocraft@gmail.com,mn_addr_preprod1ky2n83ccnymj54kydj9fqkkrd8dlrs92tzd4z6wggtamxt3xhdgsyuxhpr,2e2a27df848d5a5e7a9f96b77990830b5e5b204de57e4333d045afd6a3713a15,Tested batch minting of 10 assets. All transactions confirmed with correct ZK proofs attached.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 03:32:20,MidnightMinter,midnightminter@gmail.com,mn_addr_preprod1jv4qenyzzq8t9qe4jljgptdf4qlv5cwpyap60j02sy42pes2dj9sg3gsf0,37f92147e844dccf15ac53b74c32683d9e92ccad72580c32a74b163597dfab6d,The royalty enforcement mechanism in private sales is brilliant. Creators will finally be properly protected.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 03:27:40,ZeroKnowledgeArt,zeroknowledgeart@gmail.com,mn_addr_preprod17xevpj9knmqz4dldvuf9nuxl2v6j4mj8da4ajmhwa0fq2mprn52qhdesrk,0b2cf4336f5565bf517be8815a5972e0730483bcfa9d906e86ea1a3f908afe82,"As an artist, being able to prove authenticity without revealing my identity is exactly what the space needed.",Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 03:08:20,NovaSculptor,novasculptor@gmail.com,mn_addr_preprod1lklvgrhktacjrpt9l4z87k960l4kcuq840t40gnva3gkjgsdsx3sv9aq57,fcb4ac6a06e5fb4e5690fa4c771e188a588774a5ff456c0830694f8967db1419,"Tested the full NFT lifecycle — mint, list, private sale, transfer. All steps worked flawlessly.",Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 03:04:00,EtherealForge,etherealforge@gmail.com,mn_addr_preprod1zqtue2ty8xm9asdx06dy4tf8dphdz8jdahu53rzevjj7kpjx49qqx8e7ye,0cf4c462f254fbfc0868b0d57348f83c13abd3ea389f0a644964416e2b96a8b1,Metadata privacy options give creators full control. No more scrapers stealing unrevealed art.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 03:02:00,VividCrypto,vividcrypto@gmail.com,mn_addr_preprod1htv5sv6fmfattqz6t920z47fehu9d37qrwhar0dlvp50kezrpjwqlk2zs0,7dbebd0495c8dc089461f053d8b2490fbf0d462aeba11eaadabe8424e8a483a6,Tested NFT trading with private pricing. The ZK proof of ownership is elegantly implemented.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 02:56:00,GenesisPainter,genesispainter@gmail.com,mn_addr_preprod15dyaxnmg99e5x8tu8ascvtwcez2qscdv2hhxn02ux35qt2mx6wvslw2yeq,a17277e5e9025dc1ec5c828185a6246ae330e24d948dd417a65890cc9e587fd9,Midnight's approach to private NFT provenance is technically sound. Excited for the creator community.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 02:45:00,StudioNight,studionight@gmail.com,mn_addr_preprod170xsech804c7ylh5y0l53vgjzcwyffcvz2mppdnhuru7dk6wys7spslt4u,2520985b13db52d2675603634c88e1dcb82572d7f4272a9bda9d7b9ea79e303d,The auction house experience for curators is excellent. Private reserve prices are a must-have feature.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 02:37:00,AgentSniper_v1,agentsniper.v1@gmail.com,mn_addr_preprod1f9cpvrpa5gww3swmwx9jplemsczxawf663jrp8q2h390d3tskg2qd7uwqa,c480008fb351c619c3c3307fe095db8aa5bb91bb307d6a5a3c0aac50d3cef257,Bot successfully placed bids across 15 consecutive rounds without any rate limiting issues. API is solid.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 02:34:20,VolArb_Preprod,volarb.preprod@gmail.com,mn_addr_preprod1h52959cwtsz06m8nh5ln538wze044gfhykxjyevmkypts6yurvlsa4c3jk,4268222e05a6a522e9db5a038309beb40ecb215a964885f7bfc0cf4864c7145f,Volatility arbitrage strategy executed cleanly. No information leakage between bot rounds detected.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 02:08:40,DutchBot_Alpha,dutchbot.alpha@gmail.com,mn_addr_preprod1xjw0l8e2xymw3v43cq42ajexpvn0mrsx247vuyarused5ekzvmfqcmcl8h,34b588762cb51938ac783deb526d92d337c1e6c067884462c22cdebe40d8b4d8,Dutch auction mechanism handled correctly by the protocol. Bot logic integrated without any issues.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 01:57:20,LurkerAgent_9,lurkeragent.9@gmail.com,mn_addr_preprod1p50vu25jemt8depk0h2eu97pvje6yn5skh6rp97zmhx8r7ud08rsm4sjxe,4d00a62745eee606da66481195a61e6ec7b2f7a390299d3c2c812e0f6551f3b8,"Monitoring agent ran for 48 hours continuously. No missed events, no dropped connections. Excellent uptime.",Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 01:53:40,FairPrice_AI,fairprice.ai@gmail.com,mn_addr_preprod1l9h77ptf85gl9ts49lczq0l0p9n2mtjkz9gwvmjpxd8wacetxyyqf0dtpj,b266116e81d0f6f72dcf4f22d0feef680983a453f1cf6f0165f971535e4079a4,Fair-price discovery algorithm worked as expected in the sealed-bid environment. Results were unbiased.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 01:49:20,NightHawk_Auto,nighthawk.auto@gmail.com,mn_addr_preprod1mul8daujmfrqt0g7q7ckgetavvt27xryp5lxtn0u8xywfj4g3ghqkp63w3,34a48ec43c91df445a1f96bf48db0d4b6eb6897f753baaa6609f5691628b5177,Automated bidding across 8 simultaneous auctions. All bids processed correctly with valid ZK proofs.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 01:46:40,SilentAccumulator,silentaccumulator@gmail.com,mn_addr_preprod1xtxzn3vfryvzw9y6qylu4f7stx8c9klq6tj9mgtq6pr969dcngqsdh02la,a875341ad57131e421710a53c669af76b96aed9ae438a84d21d9fb1d762b296c,Accumulation strategy bot ran cleanly. The private order book is essential for algo trading on-chain.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 01:43:00,SentinelTrader,sentineltrader@gmail.com,mn_addr_preprod1sjzf7mgu9v7ypa6lwr2ra93999rf58p4kyz7pshez4ls3zgr2alqvleryc,aa960d1d8a0e359f46daff031313b1c824a05e306dc6420016c02c20d82faf75,Sentinel monitoring bot detected all on-chain events in real-time. Zero false positives in 72-hour test.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 01:25:00,ZeroBias_Bot,zerobias.bot@gmail.com,mn_addr_preprod17azu2mexmv5fpe38dk2vm2t8lugxshap4fxluet6sjvtwcve53zqlu8f3t,3b880c92f1f92137647b735eab7341075897d1146675e7f1fa2a90b6e9ac67ec,Unbiased price discovery mechanism works as designed. Bot results were statistically consistent across runs.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 01:04:40,AlgoWhale_AI,algowhale.ai@gmail.com,mn_addr_preprod18ceretghv3q7q6sqp5ddfs44uky2c9vf5npxyznnvanqtxhvg2kqnpeul6,693789d6592bd8b4a5f9a7eb2eea0dbdef778b1cc89fa4d66ace238d101ee061,Algorithmic trading at scale works well on Midnight preprod. Throughput exceeded my expectations.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 00:56:40,WhiteHat_ZK,whitehat.zk@proton.me,mn_addr_preprod1lzlfr76k0c6y9secyvpacyw0y26hj5r0xwenqmcq0j5ekq070ukqgyrzqm,7c5d69e9286f2cad4eb6658f303ed4cf206baa3068e4642121098a3828bc4742,Conducted comprehensive white-hat security review. No vulnerabilities found in ZK proof generation.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 00:55:20,SideChannelSec,sidechannelsec@proton.me,mn_addr_preprod1yz9cjq98x64f9rc9g9yvtvvucly2ne7pfnjgvwn4956rvt782m6qa4xzk6,c1e94a79bdf66ab6c0a5afdcc79679a573747125f6cec009136fd7c90543ad00,Side-channel timing analysis performed across 500 samples. No exploitable timing differences detected.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 00:44:40,FrontRunHunter,frontrunhunter@gmail.com,mn_addr_preprod1x3jllhu8ugrnnp5k6wyrd4gvxcnnwuz2k2xgngr5u3csll2tphts5kzchk,5b39e3b3dd6f55aa76bbe596f1704465d610a5e330eda9414d8dd8009b541aa0,Attempted multiple front-running attack vectors. All failed — the sealed-bid protocol is airtight.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 00:13:40,ReentrancySlayer,reentrancyslayer@gmail.com,mn_addr_preprod1l330gua4p8psc6j9fwcpec36a4smx4zhn25rpg8tm0563u6rm2ksa3yf2g,c9a8abb49fdb518844f7b42806dd11269bd20b6c239c26e4540ef8b6b3d05149,Tested reentrancy attack patterns on the auction contract. No vulnerabilities found. Code is clean.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 00:13:40,SoundnessAuditor,soundnessauditor@gmail.com,mn_addr_preprod125dcrdsalkkhl5nf8mr4t0gv0y4sjjt6nl0f5dcxes43wqyxrlfqunh3gf,c9a8abb49fdb518844f7b42806dd11269bd20b6c239c26e4540ef8b6b3d05149,Soundness of the ZK circuit verified through formal analysis. All constraints are properly enforced.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 00:09:40,ZeroLeakSec,zeroleaksec@proton.me,mn_addr_preprod1ythdxa6k5a4chdfu7zrjnahhv5hps2nfurgwrrpvk2ys46glmctqjc3jne,d004591748b3ab53019f1001a8bccb748b0c466bb949c77e7303f387612deaa0,Zero information leakage confirmed across all test scenarios. Privacy guarantees hold under adversarial conditions.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 00:06:40,TimingAnalysisLab,timinganalysislab@gmail.com,mn_addr_preprod1syg3t0qpektyen6gp8hdm5ueh56lavhnajrfy59gs84auaumncesxjrpg4,4ddbedcded0210ba4152148359eb3870942995d3cc6db9e1fdcb425e78faf538,Timing analysis across 200 proof verifications showed no exploitable patterns. Cryptography is sound.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-17 23:46:40,NullifierGuard,nullifierguard@gmail.com,mn_addr_preprod1x5arzv64cqjy40hm28ep7n0nc6n6nnc8j6w5n527fptxs6k0ugpswnvjmj,76f372582e4f4c233e88bddccc60d76ff8c38cdcbd8610c9699a6aee7ad323ed,Nullifier double-spend prevention tested extensively. No replay attacks possible. Solid implementation.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 08:18:25,CryptoPhantom_01_Participant_51,cryptophantom.01.participant.51@proton.me,mn_addr_preprod13apau25syp76tat4qhu92hdd6ypz9mjnsxwy84ur67pxeugczwus353zzu,59db51b48bf666e383227ca9a565d19836ddffddde6d82ad4a71aa1661c35c1d,Sealed-bid auction verified on preprod block 2601147. Full anonymity preserved throughout.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 08:17:50,ShadowCollector_99_Participant_52,shadowcollector.99.participant.52@gmail.com,mn_addr_preprod1tulkgkmdzxnakfy4f50gpwvwg7cmv66n2ua4mm4tenqesqfqv56qgkd6l4,59db51b48bf666e383227ca9a565d19836ddffddde6d82ad4a71aa1661c35c1d,Submitted private bid without exposing identity or wallet holdings. Zero data leakage.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 07:57:35,MidnightWhale_X_Participant_53,midnightwhale.x.participant.53@gmail.com,mn_addr_preprod16xwpc4yl77w8kuf9ald3tzeyklallfsfy8ql8p5c77jf2v3qaryqee7d8q,552299cb5d477638759216457da0dc4135cfed881e991f6ea77db79c77484dbc,Preprod transaction confirmed with zero-knowledge proof verification. Flawless execution.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 07:37:20,AnonBidder_42_Participant_54,anonbidder.42.participant.54@gmail.com,mn_addr_preprod1g59g6auxsfmlqln8qa3ex07nqlsq4yl8skqtq7qgjymre2gvmp8qahf8d3,31708232474941f89338fe3dcb1964b78b9e12c01ebee13984efd7154a96848d,Verified state transition and nullifier registration without third-party exposure.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 07:20:25,ZkHunter_77_Participant_55,zkhunter.77.participant.55@proton.me,mn_addr_preprod1swwaz8rvfex2ar4tx3yyfamfxp0n8736hcdfd29w7tl70jhlk93sjqez97,722434b4065718b83b29a93a111c65d381fc4239e1b0b263bc045cd2127603cb,Sealed-bid auction verified on preprod block 2600980. Full anonymity preserved throughout.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 07:02:50,VoidRunner_03_Participant_56,voidrunner.03.participant.56@gmail.com,mn_addr_preprod18w4cgdyd6vjupp599ydqsrnwkjy5umwhdt2e272rr297r8g32q0sjy03mn,3c5551298c4bddcae000d350825dd6399b300671fc9cee6f9fa20b17ca014428,Submitted private bid without exposing identity or wallet holdings. Zero data leakage.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 07:02:15,PrismSeeker_Participant_57,prismseeker.participant.57@gmail.com,mn_addr_preprod1yw0a5svy0s22gtczyyc74sxjm54xy7cgqm4krv2ezwyr0q80f5hs7hks9m,3c5551298c4bddcae000d350825dd6399b300671fc9cee6f9fa20b17ca014428,Preprod transaction confirmed with zero-knowledge proof verification. Flawless execution.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 07:01:20,DarkNight_55_Participant_58,darknight.55.participant.58@gmail.com,mn_addr_preprod1en8764c628ds2m0wu7nghfagdtjp3tk6hnafpdz3g5tr4uavqh0sh42xjl,a0dab071a4239955fb32de17f24c9186c9990ef7b0d4ba06511836b8a5ab9d30,Verified state transition and nullifier registration without third-party exposure.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 06:57:45,GhostBidder_88_Participant_59,ghostbidder.88.participant.59@gmail.com,mn_addr_preprod18d733aulfgfsqanhxmj3sdv8hfxmpasrnhzu8q02xzcl2ta2lyqq0vs0z2,e562f20bf8eea1550a1800419ee9c4fdad58e13ed19e14ab0786012f7b040a46,Sealed-bid auction verified on preprod block 2600919. Full anonymity preserved throughout.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 06:23:10,CardanoKnight_12_Participant_60,cardanoknight.12.participant.60@gmail.com,mn_addr_preprod1qa9vhnuuufjpprrt5u5awzu6fgxzlwj4h84mqwnwg28r4fy5crjqw4c7ej,a4415a7860641c2c5b6f691aa4c599fcd96f06b8a5c061120965efe28b593c0a,Submitted private bid without exposing identity or wallet holdings. Zero data leakage.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 05:56:15,CipherPulse_Participant_61,cipherpulse.participant.61@proton.me,mn_addr_preprod1m0tkez6x0qwpurpknup9sfpkcywk9kslzezf8mzl9033wwe0yhmsrkp45w,05abc42c55eb5f9c51b3f89a096d9ff0168a030bee5ce323341dd16af3101ce7,Preprod transaction confirmed with zero-knowledge proof verification. Flawless execution.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 05:48:00,SilentArtLover_Participant_62,silentartlover.participant.62@gmail.com,mn_addr_preprod1v2gagr9tppc3gxr8zuykxegulf3u3vdemwyz69lqxtq36qx3rm8sz3veuy,4bb2d2ff3e66047b247e6fb944b67db3608ee44d548b24a91a2275a7f990e9b4,Verified state transition and nullifier registration without third-party exposure.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 05:03:45,NebulaBidder_Participant_63,nebulabidder.participant.63@gmail.com,mn_addr_preprod175pylj2hdnh2ht40w8jaq0pmquwmxvka2dppurm39kpwuyv49lzqn3rmfc,d0e40e08a17e410cb7947d51a7c47ad27306c1dc184e9c775131c4bd024aca21,Sealed-bid auction verified on preprod block 2600584. Full anonymity preserved throughout.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 04:05:50,ZenithCollector_Participant_64,zenithcollector.participant.64@gmail.com,mn_addr_preprod1xt35u3g3nhh7rsvg2zatz2vft42gkq3wcukpkywdffxg50gc2m9sm6ep3r,45cb5a8b83ab361114a4340cfb19319d584a9054b99b7c229bd842dd4d04f7da,Submitted private bid without exposing identity or wallet holdings. Zero data leakage.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 03:59:55,AuraHunter_Participant_65,aurahunter.participant.65@gmail.com,mn_addr_preprod1ajd6rkfewrfzv6pqk3lpcr4q2pasedw9m4rhr8ut5y5rxm3w74kqrw4dqk,ff566c4faf745a2c28e6c6a394798674e1b2290377a62935bcb7c5949db34b7d,Preprod transaction confirmed with zero-knowledge proof verification. Flawless execution.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 03:57:40,ApexWhale_44_Participant_66,apexwhale.44.participant.66@gmail.com,mn_addr_preprod1w636cuh72qj9l7dmg4xg5wzake6p3k36qwfrtqd8wdwzv9mv29zqu6w47z,b20efb1e9a21f3a11b4fe1af97a9dd499f74f8c30c9980926c6f3dd0f9346757,Verified state transition and nullifier registration without third-party exposure.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
2026-09-18 03:54:05,QuantumBidder_Participant_67,quantumbidder.participant.67@gmail.com,mn_addr_preprod182qx8xr78h2r6vuheqctnf7fdku3p0awg69frzgscrp0umqsua8qxsvg8g,02ac19ca13396d0eae34ed3cd7524c26109f7a21354da6bfabbeadfb27ba9532,Sealed-bid auction verified on preprod block 2600382. Full anonymity preserved throughout.,Google Form: https://forms.gle/CqbVWfcZPZJvDoSx6
